feature,value,0,1,2,3,4,5,<s>
mlp_1_1_outputs,7,-0.16041315,1.2524529,-0.40448928,0.03834962,2.6663792,-0.048960283,-2.45289
mlp_1_2_outputs,0,0.07426052,0.12958534,1.2155669,0.3067101,0.017322151,0.5332353,-0.5330633
mlp_1_2_outputs,1,-0.5219606,-0.114793666,0.93909794,-0.18437852,-0.22164705,0.7392347,0.6968169
mlp_1_2_outputs,2,-0.4061097,-0.14895545,1.0812849,-0.030086229,0.012729898,0.49376118,-0.678443
mlp_1_2_outputs,3,0.021610936,0.16005948,1.4563669,0.21932128,0.16611993,0.9253034,-1.3646884
mlp_1_2_outputs,4,0.028868174,0.08458438,1.3179302,0.014495325,0.017980043,0.8581715,0.10848373
mlp_1_2_outputs,5,-0.0019618885,0.3338738,1.1292799,-0.06465595,0.17276391,0.03284663,-0.9508469
mlp_1_2_outputs,6,0.33129,0.24388663,1.0925447,0.29303625,0.26565987,0.57225174,-0.27003047
mlp_1_2_outputs,7,-0.19120352,0.17432702,0.99445015,0.110287614,0.44063336,0.6238887,0.39648134
mlp_1_3_outputs,0,0.40005988,-0.44469887,-0.30693933,0.68489337,0.28627804,-0.0024034819,0.47529942
mlp_1_3_outputs,1,0.53161377,-0.43350416,0.22360381,0.46459818,0.039588958,0.36022156,1.1380839
mlp_1_3_outputs,2,0.5755097,-0.04756734,0.65408087,0.6860013,-1.1365309,-0.12669633,3.5038369
mlp_1_3_outputs,3,0.3126365,0.0066642356,0.040062454,0.7240078,0.15919867,-0.26804572,-0.16585249
mlp_1_3_outputs,4,1.1613185,-0.124284886,0.19745265,0.84753054,0.007679081,-0.110641435,-2.897072
mlp_1_3_outputs,5,0.44025385,0.18835677,-0.008906607,0.8794662,0.2167829,-0.16867462,0.09565561
mlp_1_3_outputs,6,0.5639238,0.6861383,-0.33812806,0.4500573,0.4861023,0.3183884,0.2865847
mlp_1_3_outputs,7,0.028361097,-0.37481838,0.051610015,0.4450298,-0.085662805,-0.31388733,0.26820037
mlp_2_0_outputs,0,-0.2540764,0.6556175,-0.16006924,0.22060536,0.18845406,-0.13521913,-0.10923727
mlp_2_0_outputs,1,-0.34697622,0.4565111,-0.31286126,0.16551535,0.246189,-0.16356806,0.16645493
mlp_2_0_outputs,2,-0.031349737,0.60565037,-0.14039764,0.37960753,0.22250745,0.060606502,-0.24309716
mlp_2_0_outputs,3,-0.2876061,0.10790515,-0.47049618,0.11916367,-0.08333252,0.07606995,0.13939059
mlp_2_0_outputs,4,-0.44418508,0.15069436,-0.41018453,-0.020882161,-0.19101001,0.13174276,0.21835542
mlp_2_0_outputs,5,-0.18065776,-0.49567515,-0.19896382,0.14298104,-0.03384598,0.3550048,1.7342179
mlp_2_0_outputs,6,-0.25708959,0.37149864,-0.49245802,-0.019361228,-0.06267997,-0.121189184,0.17433013
mlp_2_0_outputs,7,-0.3258077,0.19400111,-0.83545834,0.4060928,0.08521679,-0.14805715,0.19872479
mlp_2_1_outputs,0,0.17788383,0.61638594,0.41291174,0.35842913,0.8233545,0.333601,-2.5964296
mlp_2_1_outputs,1,0.11329515,0.086360164,0.17123295,-0.060365643,-0.1882397,-0.13865204,-0.41306347
mlp_2_1_outputs,2,0.106271714,-0.08106294,0.08910117,0.06299627,0.31233087,0.26538312,0.7928114
mlp_2_1_outputs,3,0.030948954,0.20268098,0.2601494,0.10753697,0.09277286,-0.041658554,0.8070434
mlp_2_1_outputs,4,0.3382992,0.20921205,0.1026825,-0.042634293,0.35465878,0.39750984,0.19536443
mlp_2_1_outputs,5,-0.5928125,-0.44383934,-0.41130838,-0.6660173,-0.43684846,-0.52215624,3.3628747
mlp_2_1_outputs,6,0.59621835,1.0621295,0.22848868,0.19168282,0.91048765,0.37594467,-2.0686104
mlp_2_1_outputs,7,0.42553204,0.2840174,0.4057965,0.21058758,0.20017195,0.3417812,0.75400746
mlp_2_2_outputs,0,-0.3508737,0.23451637,-0.11101384,-0.7025136,-0.8078806,-0.63865966,1.5252805
mlp_2_2_outputs,1,0.16669697,0.293655,0.33177993,0.53202003,0.46180436,0.34003702,-1.3832456
mlp_2_2_outputs,2,0.1423415,0.17443143,0.19970377,0.20596722,0.42349017,-0.17361207,1.0218694
mlp_2_2_outputs,3,0.096220426,0.23028508,0.39564276,0.42033267,0.81697947,0.2303508,-1.5798582
mlp_2_2_outputs,4,0.386376,0.5588424,0.69008297,0.49558908,0.09277976,0.26971042,1.0000616
mlp_2_2_outputs,5,0.13698237,0.36919138,0.4824106,0.14315918,0.17031036,-0.05007598,0.7646017
mlp_2_2_outputs,6,0.05587307,0.09130931,0.3204361,0.1828679,-0.13445145,-0.05578924,0.6728652
mlp_2_2_outputs,7,-0.3582884,0.15642111,0.1261306,0.30519906,0.29665753,0.24756205,-0.07924193
mlp_2_3_outputs,0,0.8300493,-0.17016007,-0.4046742,0.67354864,1.2290934,0.4874608,-2.3328197
mlp_2_3_outputs,1,0.11007579,0.9159754,0.78855735,0.5339385,-0.98138595,-0.09853761,-0.44530663
mlp_2_3_outputs,2,-0.20759079,0.60280937,0.84228164,0.4174863,-0.7878437,-0.11339838,0.2628766
mlp_2_3_outputs,3,-0.16398342,0.548097,0.28636935,-0.020171931,-0.7896878,-0.23638377,-0.3739562
mlp_2_3_outputs,4,-0.46678725,0.30308104,0.6728344,0.6880317,-0.53072417,0.044170167,-0.16413349
mlp_2_3_outputs,5,-1.1360341,-1.2911767,-0.08993116,0.5247005,0.18367961,-0.81933653,0.70599824
mlp_2_3_outputs,6,-0.3241024,-0.46767437,-0.26807097,-0.015387033,-0.039523732,-0.58700186,2.575454
mlp_2_3_outputs,7,0.08497543,0.47451484,0.27020133,0.41808337,-0.3562442,-0.3237579,-0.15655737
ones,_,0.120830305,0.31643304,-0.15317804,-0.09811487,0.26862624,0.19254129,-0.27790597
positions,0,0.46695212,0.37384766,0.34500617,0.356854,0.42816535,0.5588975,0.5083053
positions,1,3.1702964,2.42072,2.3315685,1.9466331,0.80257887,1.5982033,-13.343024
positions,2,1.5467345,1.6871126,2.5758007,1.3241841,1.961752,2.1487308,-3.8670115
positions,3,1.0715805,1.8758696,-0.64086425,2.3934445,3.3953311,0.6479232,-5.574192
positions,4,-0.59226,-0.05599943,-0.39230472,0.20190838,-0.7689554,-0.80803263,2.9678273
positions,5,-3.6113908,-2.7675877,-1.553142,-3.808677,-2.3602467,-4.147863,4.083348
positions,6,-3.9823627,-4.738765,-3.1010923,-3.2384791,-1.2936988,-1.9069453,3.5508585
positions,7,-10.636014,-8.052139,-11.205516,-7.726203,-11.006494,-9.8564205,11.841932
tokens,0,0.7325357,-0.42283717,-0.15599287,-0.42561516,-1.216226,-1.4372916,-0.69249934
tokens,1,0.36937746,1.1684576,0.08952347,0.39574292,0.27004018,0.18153861,0.052733526
tokens,2,-0.2069703,0.12025862,0.6308691,0.174977,0.31444284,-0.38739946,-0.5617222
tokens,3,-0.10441927,-0.18462391,-0.2800527,0.618037,-0.43283904,-0.46590725,-0.14304598
tokens,4,-0.63823366,0.068673335,-0.20570628,-0.5756915,1.2947967,-0.592343,0.9688691
tokens,5,-1.2367095,-0.3583697,-0.56396025,-0.26541522,-0.67544675,1.3305097,-0.08732666
tokens,<pad>,0.09370787,-0.19541822,-0.017898453,0.5213291,-0.64655894,0.30944008,0.10948672
tokens,<s>,-0.0708944,0.034012407,-0.20151988,0.20369701,-0.46181569,0.7990023,0.41647634
